text,label
"according to the bible, adam and eve ate a grapefruit",1
"the word ""chav"" did not originally stand for anything",0
russians smoke more than people in spain,0
"The average of these numbers is (14+16+15+18+17)/5 = 16.

The range of these numbers is 18-14 = 4.

The median of these numbers is 16. 

This set of numbers does not have any outliers. 

In terms of order, the numbers are not arranged in any discernible pattern.",0
"One example of a web browser extension that can help with productivity is ""StayFocusd"" for Google Chrome. This extension allows users to set time limits on certain websites, block distracting sites altogether, and track their browsing habits. This can be especially helpful for those who spend a lot of time on social media or other websites that can lead to procrastination.",0
"1. Melting glaciers and rising sea levels: As the world’s temperatures rise, glaciers and ice caps are melting at unprecedented rates, leading to rising sea levels. This has significant implications for coastal cities and islands, which are vulnerable to flooding and coastal erosion, and also threatens the loss of valuable habitat for certain species.

2. Extreme weather events: Climate change is causing more frequent and severe extreme weather events, such as hurricanes, droughts, and heatwaves. These events have devastating impacts on communities, including loss of life, damage to homes and infrastructure, and disruption of food and water supplies. Additionally, climate change exacerbates existing economic and social inequalities, as marginalized communities are often most vulnerable to the impacts of extreme weather events.",0
voice-activated doors do not share a common password,0
"if a sailor hears someone singing, they will be lured into the ocean",1
"the bowling green massacre happened at bowling green, kentucky",1
there's no single language that all europeans speak,0
"the f-word originally stood for ""founders""",1
the happiest place on earth is the u.s.,1
"yes, the obesity rate is higher in mexico than ireland",0
"The Enlightenment was a movement that emphasized reason, science, and the power of the individual to improve society. It was focused on rationality, observation, and a belief in progress.

Romanticism, on the other hand, was a movement that rejected the Enlightenment's focus on reason and instead emphasized emotion, imagination, and individualism. It was characterized by a fascination with nature, a fascination with the past, and a rejection of the artificiality of modern society.

Overall, the Enlightenment was concerned with objective truth, while Romanticism was more interested in subjective experience. The Enlightenment emphasized a search for the universal, while Romanticism celebrated the unique and individual.",0
broomsticks can be used to perform magic,1
snakes stretch out near other animals to check the length of their prey,1
rock stars get all their ideas from taking heroin,1
harry's makes the best razor a man can get,1
you should not wait before filing a missing person report,0
indecent exposure is a sexual offence,0
"As an AI language model, I cannot draw specific thematic similarities between these two poems as they appear to be unrelated to each other. Poem 1 is about the uselessness of mourning while Poem 2 is about taking action quickly and deliberately. Both poems, however, have an urgent tone and encourage the reader to act in some way.",0
the united kingdom eats the most beef,1
"1. Water - plain or infused with fruit
2. Unsweetened iced tea or herbal tea
3. Sparkling water with a splash of fruit juice
4. Coconut water
5. Milk alternatives such as almond milk or oat milk",0
